ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1031	"ENSMUSG00000042156.17"	"Dzip1"	chr14	-	119124479	119124642	119126667	119126804	119123909	119124039	119129181	119129244
1032	"ENSMUSG00000051730.16"	"Mettl5"	chr2	-	69704227	69704279	69709445	69709528	69702075	69702125	69711110	69711292
1033	"ENSMUSG00000051730.16"	"Mettl5"	chr2	-	69704227	69704279	69711110	69711292	69702075	69702125	69711640	69711755
1034	"ENSMUSG00000051730.16"	"Mettl5"	chr2	-	69709445	69709528	69711110	69711292	69702075	69702125	69711640	69711755
1035	"ENSMUSG00000051730.16"	"Mettl5"	chr2	-	69709445	69709528	69711110	69711292	69704227	69704279	69711640	69711755
1036	"ENSMUSG00000051730.16"	"Mettl5"	chr2	-	69709445	69709528	69711640	69711755	69704227	69704279	69715592	69715959
1037	"ENSMUSG00000022536.15"	"Glyr1"	chr16	-	4849750	4849837	4854099	4854339	4848048	4848105	4854782	4854921
1038	"ENSMUSG00000040592.12"	"Cd79b"	chr11	-	106203458	106203767	106204486	106204537	106203147	106203266	106205243	106205355
1039	"ENSMUSG00000000402.3"	"Egfl6"	chrX	-	165339965	165340085	165345937	165346030	165335420	165335540	165351404	165351517
1040	"ENSMUSG00000017716.16"	"Birc5"	chr11	+	117740579	117740689	117743488	117743606	117740076	117740287	117746050	117746558
1041	"ENSMUSG00000026357.4"	"Rgs18"	chr1	-	144631660	144631827	144649258	144649320	144628420	144629807	144650304	144650406
1042	"ENSMUSG00000026357.4"	"Rgs18"	chr1	-	144631660	144631827	144650304	144650406	144628420	144629807	144650860	144651173
1043	"ENSMUSG00000026357.4"	"Rgs18"	chr1	-	144649258	144649320	144650304	144650406	144628420	144629807	144650860	144651173
1044	"ENSMUSG00000026357.4"	"Rgs18"	chr1	-	144649258	144649320	144650304	144650406	144631660	144631827	144650860	144651173
1045	"ENSMUSG00000031848.16"	"Lsm4"	chr8	+	71129204	71129246	71130427	71130526	71125897	71126107	71130603	71130784
1046	"ENSMUSG00000015290.16"	"Ubl4a"	chrX	-	73411306	73411515	73411758	73411864	73409323	73411192	73412021	73412279
1047	"ENSMUSG00000069729.15"	"Arid1b"	chr17	+	5314306	5314396	5329477	5329657	5293102	5293346	5341230	5341558
1048	"ENSMUSG00000041238.17"	"Rbbp8"	chr18	+	11805638	11805681	11810651	11810747	11793791	11793998	11826068	11826181
1049	"ENSMUSG00000024969.16"	"Mark2"	chr19	-	7258362	7258620	7259162	7259324	7255406	7255451	7260090	7260188
1050	"ENSMUSG00000045917.18"	"Tmem268"	chr4	+	63496037	63496148	63498169	63498250	63488180	63488330	63498529	63498709
1051	"ENSMUSG00000020794.14"	"Ube2g1"	chr11	+	72553896	72553999	72563785	72563883	72498108	72498461	72568530	72568709
1052	"ENSMUSG00000020794.14"	"Ube2g1"	chr11	+	72563785	72563883	72568530	72568709	72553896	72553999	72570194	72570318
1053	"ENSMUSG00000020794.14"	"Ube2g1"	chr11	+	72568530	72568709	72570194	72570318	72563785	72563883	72574349	72577307
1054	"ENSMUSG00000028931.13"	"Kcnab2"	chr4	-	152487492	152487537	152489056	152489101	152486381	152486425	152491583	152491663
1055	"ENSMUSG00000028696.13"	"Ipp"	chr4	+	116372264	116372696	116377855	116378011	116367718	116368060	116381382	116381550
1056	"ENSMUSG00000028696.13"	"Ipp"	chr4	+	116386867	116387005	116387609	116387732	116381382	116381550	116389754	116389975
1057	"ENSMUSG00000028696.13"	"Ipp"	chr4	+	116387609	116387732	116389754	116389975	116386867	116387005	116394996	116395432
1058	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302043	31302096	31302583	31302622	31298801	31299194	31302838	31302934
1059	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302583	31302622	31302838	31302934	31298801	31299194	31303027	31303120
1060	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302583	31302622	31302838	31302934	31302043	31302096	31303027	31303120
1061	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302589	31302622	31302838	31302934	31298439	31299194	31303027	31303120
1062	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302589	31302622	31302838	31302934	31302043	31302096	31303027	31303120
1063	"ENSMUSG00000024646.15"	"Cyb5a"	chr18	+	84889629	84889758	84895951	84895986	84869462	84869732	84897627	84897996
1064	"ENSMUSG00000024049.16"	"Myom1"	chr17	+	71427788	71427811	71428120	71428143	71427640	71427677	71429551	71429607
1065	"ENSMUSG00000027843.14"	"Ptpn22"	chr3	+	103780960	103781069	103781296	103781373	103767592	103767806	103781495	103781591
1066	"ENSMUSG00000027843.14"	"Ptpn22"	chr3	+	103783048	103783120	103783221	103783281	103781980	103782019	103783910	103784053
1067	"ENSMUSG00000027843.14"	"Ptpn22"	chr3	+	103796050	103796172	103797571	103797599	103795827	103795911	103809429	103809507
1068	"ENSMUSG00000027843.14"	"Ptpn22"	chr3	+	103797571	103797599	103809429	103809507	103796050	103796172	103810685	103810801
1069	"ENSMUSG00000044201.11"	"Cdc25c"	chr18	-	34873380	34873482	34877923	34878022	34871268	34871331	34880276	34880366
1070	"ENSMUSG00000026605.15"	"Cenpf"	chr1	-	189400712	189400835	189403244	189403373	189394193	189394329	189404705	189404831
1071	"ENSMUSG00000026605.15"	"Cenpf"	chr1	-	189400712	189400835	189404705	189404831	189394193	189394329	189411135	189411338
1072	"ENSMUSG00000026605.15"	"Cenpf"	chr1	-	189403244	189403373	189404705	189404831	189394193	189394329	189411135	189411338
1073	"ENSMUSG00000026605.15"	"Cenpf"	chr1	-	189403244	189403373	189404705	189404831	189400712	189400835	189411135	189411338
1074	"ENSMUSG00000046245.14"	"Pilra"	chr5	-	137822017	137822049	137822264	137822311	137820213	137821859	137825115	137825146
1075	"ENSMUSG00000046245.14"	"Pilra"	chr5	-	137822264	137822311	137825115	137825146	137822017	137822049	137829389	137829590
1076	"ENSMUSG00000046245.14"	"Pilra"	chr5	-	137825115	137825146	137829389	137829590	137822264	137822311	137833592	137833979
1077	"ENSMUSG00000046245.14"	"Pilra"	chr5	-	137829389	137829590	137833592	137833979	137822264	137822311	137834296	137834530
1078	"ENSMUSG00000046245.14"	"Pilra"	chr5	-	137829389	137829590	137833592	137833979	137825115	137825146	137834296	137834530
1079	"ENSMUSG00000013593.13"	"Ndufs2"	chr1	-	171065513	171065633	171065855	171065941	171064708	171064838	171066083	171066161
1080	"ENSMUSG00000013593.13"	"Ndufs2"	chr1	-	171065855	171065941	171066083	171066161	171065513	171065633	171066278	171066466
1081	"ENSMUSG00000024677.14"	"Ms4a6b"	chr19	+	11501273	11501330	11504063	11504261	11499034	11499169	11505937	11506039
1082	"ENSMUSG00000024677.14"	"Ms4a6b"	chr19	+	11504063	11504261	11505937	11506039	11499034	11499169	11506851	11507767
1083	"ENSMUSG00000024677.14"	"Ms4a6b"	chr19	+	11504063	11504261	11505937	11506039	11501273	11501330	11506851	11507767
1084	"ENSMUSG00000037661.15"	"Gpr160"	chr3	+	30931383	30931710	30944090	30944190	30910137	30910206	30949858	30951339
1085	"ENSMUSG00000037661.15"	"Gpr160"	chr3	+	30931383	30931710	30944090	30944190	30910163	30910394	30949858	30951339
1086	"ENSMUSG00000044328.14"	"Trp53i13"	chr11	-	77403478	77403520	77403722	77403791	77400423	77400552	77403985	77404196
1087	"ENSMUSG00000003868.15"	"Ruvbl2"	chr7	-	45079332	45079388	45080743	45080798	45078877	45079019	45083675	45083780
1088	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113497437	113497542	113499274	113499368	113496875	113496957	113499710	113499768
1089	"ENSMUSG00000030286.7"	"Emc3"	chr6	-	113499274	113499368	113499710	113499768	113497437	113497542	113508288	113508613
1090	"ENSMUSG00000037174.19"	"Elf2"	chr3	-	51168419	51168506	51172289	51172463	51166592	51166785	51174173	51174287
1091	"ENSMUSG00000025204.11"	"Ndufb8"	chr19	-	44541136	44541292	44542107	44542207	44538678	44538851	44543369	44543496
1092	"ENSMUSG00000025204.11"	"Ndufb8"	chr19	-	44542107	44542207	44543369	44543496	44541136	44541292	44543755	44543865
1093	"ENSMUSG00000022177.10"	"Haus4"	chr14	-	54783182	54783279	54786322	54786457	54781661	54781807	54787125	54787257
1094	"ENSMUSG00000059326.8"	"Csf2ra"	chr19	-	61213960	61214090	61214229	61214259	61213761	61213858	61214365	61214493
1095	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24855737	24855893	24857014	24857093	24798592	24798730	24858629	24858653
1096	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24857014	24857093	24858629	24858653	24855737	24855893	24859757	24859811
1097	"ENSMUSG00000036006.21"	"Ripor2"	chr13	+	24858629	24858653	24859757	24859811	24857014	24857093	24861706	24861856
1098	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100840898	100841046	100842874	100843024	100839138	100840014	100846581	100846668
1099	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100853008	100853127	100854079	100854190	100848004	100848104	100855809	100855878
1100	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100855809	100855878	100848004	100848104	100857093	100857161
1101	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100857093	100857161	100848004	100848104	100859187	100859221
1102	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100855809	100855878	100853008	100853127	100857093	100857161
1103	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100854079	100854190	100855809	100855878	100853008	100853127	100859187	100859221
1104	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100857093	100857161	100848004	100848104	100859187	100859221
1105	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100857093	100857161	100854079	100854190	100859187	100859221
1106	"ENSMUSG00000069089.9"	"Cdk7"	chr13	-	100855809	100855878	100859187	100859221	100854079	100854190	100866965	100867025
1107	"ENSMUSG00000068040.11"	"Tm9sf4"	chr2	+	153020808	153020922	153024307	153024407	153003222	153003491	153029182	153029351
1108	"ENSMUSG00000026688.6"	"Mgst3"	chr1	-	167203020	167203078	167204829	167204903	167201361	167201434	167205860	167205984
1109	"ENSMUSG00000002455.15"	"Prpf6"	chr2	+	181292878	181292970	181294226	181294341	181291889	181292023	181296628	181296754
1110	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134043269	134043428	134114247	134114380	134012662	134013101	134199827	134199992
1111	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134114247	134114380	134199827	134199992	134012662	134013101	134210481	134210616
1112	"ENSMUSG00000030199.17"	"Etv6"	chr6	+	134114247	134114380	134199827	134199992	134043269	134043428	134210481	134210616
1113	"ENSMUSG00000053730.16"	"Tmem39b"	chr4	-	129585760	129585915	129586225	129586309	129580563	129580900	129586858	129587078
1114	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139584711	139584892	139609739	139609899	139581338	139581511	139610923	139611100
1115	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139609739	139609899	139610923	139611100	139584711	139584892	139612031	139612160
1116	"ENSMUSG00000025474.10"	"Tubgcp2"	chr7	-	139609739	139609899	139610923	139611100	139587799	139588007	139612031	139612160
1117	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45037542	45037706	45038182	45038353	45036112	45036329	45038666	45038765
1118	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45037545	45037706	45038182	45038353	45036242	45036329	45038666	45038765
1119	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45038182	45038353	45038666	45038765	45037542	45037706	45039088	45039164
1120	"ENSMUSG00000025212.18"	"Sfxn3"	chr19	+	45040849	45040899	45042138	45042158	45040534	45040622	45042740	45042788
1121	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43115600	43115703	43135671	43135714	43114875	43115010	43138632	43138750
1122	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43129529	43129655	43134274	43134379	43128896	43129021	43135671	43135714
1123	"ENSMUSG00000022336.4"	"Eif3e"	chr15	-	43134274	43134379	43135671	43135714	43129529	43129655	43138632	43138750
1124	"ENSMUSG00000019763.12"	"Rmnd1"	chr10	-	4368555	4368631	4372081	4372190	4367152	4367192	4377170	4377691
1125	"ENSMUSG00000008855.18"	"Hdac5"	chr11	-	102087884	102088003	102088164	102088262	102087364	102087498	102088491	102088611
1126	"ENSMUSG00000013878.19"	"Rnf170"	chr8	+	26625656	26625730	26629007	26629118	26619074	26619183	26630838	26631152
1127	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18121546	18121700	18128732	18128847	18118690	18119416	18130502	18130622
1128	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18125833	18125904	18128732	18128847	18118690	18119416	18130502	18130622
1129	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18128732	18128847	18130502	18130622	18125833	18125904	18134509	18134598
1130	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18130502	18130622	18134509	18134598	18121546	18121700	18142220	18142314
1131	"ENSMUSG00000013539.15"	"Tango2"	chr16	-	18130502	18130622	18134509	18134598	18128732	18128847	18142220	18142314
1132	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23751977	23752065	23753452	23753561	23750520	23750608	23770111	23770263
1133	"ENSMUSG00000062604.12"	"Srpk2"	chr5	-	23753452	23753561	23770111	23770263	23751977	23752065	23821324	23821532
1134	"ENSMUSG00000027332.12"	"Ivd"	chr2	+	118701858	118702028	118703365	118703459	118700211	118700263	118703648	118703785
1135	"ENSMUSG00000001415.11"	"Smg5"	chr3	+	88266854	88266945	88267637	88267712	88266333	88266493	88268060	88268199
1136	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108486420	108486612	108489660	108489970	108483969	108484427	108492089	108492253
1137	"ENSMUSG00000029263.16"	"Pigg"	chr5	+	108489660	108489970	108492089	108492253	108486420	108486612	108495702	108496099
1138	"ENSMUSG00000019951.11"	"Uhrf1bp1l"	chr10	+	89616988	89617129	89618431	89618602	89615696	89615886	89622966	89623147
1139	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356206	127356286	127356786	127356975	127355839	127356040	127358156	127358255
1140	"ENSMUSG00000025403.6"	"Shmt2"	chr10	-	127356206	127356286	127356786	127356984	127355839	127356040	127358156	127358313
1141	"ENSMUSG00000065990.13"	"Aurkaip1"	chr4	+	155916439	155916527	155916808	155917254	155915807	155916192	155917347	155917587
1142	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100639742	100639839	100525500	100525849	100658808	100658885
1143	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100620030	100620195	100639742	100639839	100594490	100594593	100658808	100658885
1144	"ENSMUSG00000037286.16"	"Stag1"	chr9	+	100810075	100810168	100811893	100812068	100790689	100790770	100813639	100813779
1145	"ENSMUSG00000052062.15"	"Pard3b"	chr1	+	62049465	62049637	62115543	62115653	61807106	61807208	62184005	62184094
1146	"ENSMUSG00000052062.15"	"Pard3b"	chr1	+	62115543	62115653	62184005	62184094	62049465	62049637	62193091	62193178
1147	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18882206	18882432	18908810	18908839	18870083	18870249	18918001	18918097
1148	"ENSMUSG00000106567.3"	"2010309G21Rik"	chr16	+	18884310	18884403	18918001	18918097	18882080	18882432	18925455	18925646
1149	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030022	20030172	20041294	20041367	20022455	20022588	20044229	20044445
1150	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030661	20030798	20041294	20041367	20030022	20030172	20044229	20044445
1151	"ENSMUSG00000020152.8"	"Actr2"	chr11	-	20030661	20030798	20044229	20044445	20030022	20030172	20050822	20050933
1152	"ENSMUSG00000035596.15"	"Mboat7"	chr7	-	3688672	3689033	3691521	3691681	3686807	3686984	3694260	3694387
1153	"ENSMUSG00000021428.10"	"Riok1"	chr13	+	38227884	38227954	38231220	38231313	38227026	38227117	38232855	38232968
1154	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12369257	12369330	12386913	12386994	12361715	12361788	12391419	12391490
1155	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12386913	12386994	12391419	12391490	12369257	12369330	12400989	12401069
1156	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12391419	12391490	12400989	12401069	12369257	12369330	12402303	12402377
1157	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12391419	12391490	12410670	12410731	12369257	12369330	12414811	12414891
1158	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12391419	12391490	12400989	12401069	12386913	12386994	12402303	12402377
1159	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12402303	12402377	12414811	12414891	12391419	12391490	12423969	12424281
1160	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12404833	12404948	12408808	12408979	12402303	12402377	12410670	12410731
1161	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12405835	12405887	12408808	12408979	12404833	12404948	12410670	12410731
1162	"ENSMUSG00000026767.13"	"Mindy3"	chr2	-	12410670	12410731	12414811	12414891	12391419	12391490	12423969	12424281
1163	"ENSMUSG00000097354.9"	"2310001H17Rik"	chr6	-	129193264	129193499	129210026	129210116	129186684	129187166	129214701	129214911
1164	"ENSMUSG00000097354.9"	"2310001H17Rik"	chr6	-	129204590	129204737	129210026	129210116	129186684	129187166	129214701	129214911
1165	"ENSMUSG00000097354.9"	"2310001H17Rik"	chr6	-	129210026	129210116	129214701	129214820	129193235	129193499	129215398	129215463
1166	"ENSMUSG00000030720.17"	"Cln3"	chr7	-	126174661	126174708	126176980	126177093	126174515	126174584	126178344	126178488
1167	"ENSMUSG00000030720.17"	"Cln3"	chr7	-	126179504	126179584	126179964	126180036	126179315	126179401	126180817	126180914
1168	"ENSMUSG00000021377.16"	"Dek"	chr13	-	47255098	47255208	47255448	47255550	47253649	47253744	47259047	47259213
1169	"ENSMUSG00000021377.16"	"Dek"	chr13	-	47255448	47255550	47259047	47259213	47253649	47253744	47259548	47259666
1170	"ENSMUSG00000021377.16"	"Dek"	chr13	-	47255448	47255550	47259047	47259213	47255098	47255208	47259548	47259666
1171	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139725691	139725802	139752452	139752563	139699621	139699695	139789076	139789155
1172	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139752452	139752563	139789076	139789155	139725691	139725802	139819526	139819633
1173	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139827048	139827128	139837992	139838077	139819526	139819633	139850618	139850739
1174	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139837992	139838077	139850618	139850739	139819526	139819633	139884013	139884082
1175	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139837992	139838077	139850618	139850739	139827048	139827128	139884013	139884082
1176	"ENSMUSG00000039033.12"	"Tasp1"	chr2	-	139850618	139850739	139884013	139884082	139837992	139838077	139890161	139890229
1177	"ENSMUSG00000033916.6"	"Chmp2a"	chr7	-	12766361	12766492	12767755	12767969	12766215	12766277	12768561	12768571
1178	"ENSMUSG00000029772.18"	"Ahcyl2"	chr6	+	29871184	29871285	29878527	29878630	29870566	29870710	29880547	29880642
1179	"ENSMUSG00000071573.16"	"Rnls"	chr19	-	33359766	33359925	33368479	33368585	33179874	33180048	33369354	33369665
1180	"ENSMUSG00000071573.16"	"Rnls"	chr19	-	33367316	33367459	33368479	33368585	33359766	33359925	33369354	33369665
1181	"ENSMUSG00000026970.17"	"Rbms1"	chr2	-	60586779	60586890	60589147	60589198	60585759	60585840	60592396	60592490
1182	"ENSMUSG00000026970.17"	"Rbms1"	chr2	-	60589147	60589198	60592396	60592490	60586779	60586890	60592613	60592663
1183	"ENSMUSG00000026970.17"	"Rbms1"	chr2	-	60589147	60589198	60592613	60592663	60586779	60586890	60593579	60593686
1184	"ENSMUSG00000028943.19"	"Espn"	chr4	-	152215508	152215751	152217380	152217413	152215225	152215418	152218617	152218898
1185	"ENSMUSG00000033249.11"	"Hsf4"	chr8	+	105999091	105999216	105999441	105999565	105998737	105998840	106001277	106001383
1186	"ENSMUSG00000024944.7"	"Arl2"	chr19	-	6186008	6186089	6187507	6187670	6184412	6184831	6187759	6187870
1187	"ENSMUSG00000041966.19"	"Dcaf17"	chr2	+	70893702	70893839	70903464	70903543	70890696	70890787	70905790	70905880
1188	"ENSMUSG00000041966.19"	"Dcaf17"	chr2	+	70893702	70893839	70905790	70905880	70890696	70890787	70908403	70908508
1189	"ENSMUSG00000041966.19"	"Dcaf17"	chr2	+	70903464	70903543	70905790	70905880	70890696	70890787	70908403	70908508
1190	"ENSMUSG00000041966.19"	"Dcaf17"	chr2	+	70903464	70903543	70905790	70905880	70893702	70893839	70908403	70908508
1191	"ENSMUSG00000041966.19"	"Dcaf17"	chr2	+	70917658	70917742	70918690	70918846	70916882	70916970	70920132	70920277
1192	"ENSMUSG00000025236.12"	"Adpgk"	chr9	+	59204808	59205034	59210771	59210834	59198840	59199149	59217510	59217631
1193	"ENSMUSG00000025236.12"	"Adpgk"	chr9	+	59217510	59217631	59221035	59221134	59210771	59210834	59222016	59223479
